Month of Date,Point,flows_bcm
June 2021,LNG Cavarzere,0.779513047
May 2021,LNG Cavarzere,0.544280093
April 2021,LNG Cavarzere,0.739816378
March 2021,LNG Cavarzere,0.636328571
February 2021,LNG Cavarzere,0.536352666
January 2021,LNG Cavarzere,0.552975616
January 2026,Le Havre FSRU,0
December 2025,Le Havre FSRU,0
November 2025,Le Havre FSRU,0
October 2025,Le Havre FSRU,0
September 2025,Le Havre FSRU,0
August 2025,Le Havre FSRU,0
July 2025,Le Havre FSRU,0
June 2025,Le Havre FSRU,0
May 2025,Le Havre FSRU,0
April 2025,Le Havre FSRU,0
March 2025,Le Havre FSRU,0
February 2025,Le Havre FSRU,0
January 2025,Le Havre FSRU,0
December 2024,Le Havre FSRU,0
November 2024,Le Havre FSRU,0
October 2024,Le Havre FSRU,0
September 2024,Le Havre FSRU,0
August 2024,Le Havre FSRU,0
July 2024,Le Havre FSRU,0.072668924
June 2024,Le Havre FSRU,0.077769044
May 2024,Le Havre FSRU,0.085642494
April 2024,Le Havre FSRU,0.085836637
March 2024,Le Havre FSRU,0.074854578
February 2024,Le Havre FSRU,0.081032535
January 2024,Le Havre FSRU,0.109180057
December 2023,Le Havre FSRU,0.202402675
November 2023,Le Havre FSRU,0.178130426
October 2023,Le Havre FSRU,0.049980069
September 2023,Le Havre FSRU,3.2298e-05
August 2023,Le Havre FSRU,0
January 2026,Klaipeda (LNG),0.068377004
December 2025,Klaipeda (LNG),0.307904695
November 2025,Klaipeda (LNG),0.280096144
October 2025,Klaipeda (LNG),0.273106258
September 2025,Klaipeda (LNG),0.306604695
August 2025,Klaipeda (LNG),0.242758512
July 2025,Klaipeda (LNG),0.138477503
June 2025,Klaipeda (LNG),0.195578765
May 2025,Klaipeda (LNG),0.288355804
April 2025,Klaipeda (LNG),0.16838617
March 2025,Klaipeda (LNG),0.248040243
February 2025,Klaipeda (LNG),0.196663394
January 2025,Klaipeda (LNG),0.262714768
December 2024,Klaipeda (LNG),0.202087422
November 2024,Klaipeda (LNG),0.268925587
October 2024,Klaipeda (LNG),0.252215265
September 2024,Klaipeda (LNG),0.252159651
August 2024,Klaipeda (LNG),0.119214358
July 2024,Klaipeda (LNG),0.296836581
June 2024,Klaipeda (LNG),0.13880193
May 2024,Klaipeda (LNG),0
April 2024,Klaipeda (LNG),0.214544286
March 2024,Klaipeda (LNG),0.209242739
February 2024,Klaipeda (LNG),0.178092248
January 2024,Klaipeda (LNG),0.139192275
December 2023,Klaipeda (LNG),0.145269641
November 2023,Klaipeda (LNG),0.209371809
October 2023,Klaipeda (LNG),0.30403873
September 2023,Klaipeda (LNG),0.228789212
August 2023,Klaipeda (LNG),0.298469929
July 2023,Klaipeda (LNG),0.293969542
June 2023,Klaipeda (LNG),0.247756303
May 2023,Klaipeda (LNG),0.219893981
April 2023,Klaipeda (LNG),0.238426039
March 2023,Klaipeda (LNG),0.307889258
February 2023,Klaipeda (LNG),0.21295832
January 2023,Klaipeda (LNG),0.331557823
December 2022,Klaipeda (LNG),0.293469256
November 2022,Klaipeda (LNG),0.297250983
October 2022,Klaipeda (LNG),0.299999587
September 2022,Klaipeda (LNG),0.260877988
August 2022,Klaipeda (LNG),0.341493834
July 2022,Klaipeda (LNG),0.324098513
June 2022,Klaipeda (LNG),0.327255552
May 2022,Klaipeda (LNG),0.330573001
April 2022,Klaipeda (LNG),0.263228502
March 2022,Klaipeda (LNG),0.16227573
February 2022,Klaipeda (LNG),0.101461037
January 2022,Klaipeda (LNG),0.05429672
December 2021,Klaipeda (LNG),0.082466657
November 2021,Klaipeda (LNG),0.107351774
October 2021,Klaipeda (LNG),0.087058752
September 2021,Klaipeda (LNG),0.137184293
August 2021,Klaipeda (LNG),0.133448819
July 2021,Klaipeda (LNG),0.117443933
June 2021,Klaipeda (LNG),0.164700502
May 2021,Klaipeda (LNG),0.208866142
April 2021,Klaipeda (LNG),0.14817429
March 2021,Klaipeda (LNG),0.174059237
February 2021,Klaipeda (LNG),0.101393807
January 2021,Klaipeda (LNG),0.0937812
January 2026,Isle of Grain,0.201563772
December 2025,Isle of Grain,0.18769867
November 2025,Isle of Grain,0.091863187
October 2025,Isle of Grain,0.138267525
September 2025,Isle of Grain,0.03691594
August 2025,Isle of Grain,0.000163675
July 2025,Isle of Grain,0.017767942
June 2025,Isle of Grain,0.091755298
May 2025,Isle of Grain,0.060501379
April 2025,Isle of Grain,0.079640406
March 2025,Isle of Grain,0.095831067
February 2025,Isle of Grain,0.45323705
January 2025,Isle of Grain,0.450309395
December 2024,Isle of Grain,0.263021559
November 2024,Isle of Grain,0.313238246
October 2024,Isle of Grain,0.059436955
September 2024,Isle of Grain,0
August 2024,Isle of Grain,0.000138735
July 2024,Isle of Grain,0.000201087
June 2024,Isle of Grain,0.000233823
May 2024,Isle of Grain,0.020423411
April 2024,Isle of Grain,0.018524911
March 2024,Isle of Grain,0.097841053
February 2024,Isle of Grain,0.152062828
January 2024,Isle of Grain,0.660831723
December 2023,Isle of Grain,0.608460013
November 2023,Isle of Grain,0.510315405
October 2023,Isle of Grain,0.136962649
September 2023,Isle of Grain,0.119376895
August 2023,Isle of Grain,0.038678104
July 2023,Isle of Grain,9.8206e-05
June 2023,Isle of Grain,0.071308118
May 2023,Isle of Grain,0.967149931
April 2023,Isle of Grain,1.128251625
March 2023,Isle of Grain,1.153323752
February 2023,Isle of Grain,0.952486664
January 2023,Isle of Grain,0.991506239
December 2022,Isle of Grain,1.262200093
November 2022,Isle of Grain,0.826758843
October 2022,Isle of Grain,0.663590045
September 2022,Isle of Grain,0.588080333
August 2022,Isle of Grain,0.000264222
July 2022,Isle of Grain,0.000364763
June 2022,Isle of Grain,0.043327299
May 2022,Isle of Grain,0.249335292
April 2022,Isle of Grain,1.138696023
March 2022,Isle of Grain,0.421517397
February 2022,Isle of Grain,0.491801661
January 2022,Isle of Grain,0.949923381
December 2021,Isle of Grain,0.614956324
November 2021,Isle of Grain,0.373215057
October 2021,Isle of Grain,0.141585523
September 2021,Isle of Grain,0.050160863
August 2021,Isle of Grain,0.000109118
July 2021,Isle of Grain,0.00265643
June 2021,Isle of Grain,0.184245988
May 2021,Isle of Grain,0.539817288
April 2021,Isle of Grain,1.038207601
March 2021,Isle of Grain,0.28943462
February 2021,Isle of Grain,0.773241563
January 2021,Isle of Grain,0.370556674
January 2026,Inkoo LNG (FI),0.007732586
December 2025,Inkoo LNG (FI),0.061837621
November 2025,Inkoo LNG (FI),0.076210667
October 2025,Inkoo LNG (FI),0.130171834
September 2025,Inkoo LNG (FI),1.253e-06
August 2025,Inkoo LNG (FI),0.003996473
July 2025,Inkoo LNG (FI),0.213935436
June 2025,Inkoo LNG (FI),0.084015754
May 2025,Inkoo LNG (FI),0.163190182
April 2025,Inkoo LNG (FI),0.058158448
March 2025,Inkoo LNG (FI),0.030711055
February 2025,Inkoo LNG (FI),0.044093383
January 2025,Inkoo LNG (FI),0.024178342
December 2024,Inkoo LNG (FI),0.055543899
November 2024,Inkoo LNG (FI),0.089348729
October 2024,Inkoo LNG (FI),0.115936913
September 2024,Inkoo LNG (FI),0.124899429
August 2024,Inkoo LNG (FI),0.233892619
July 2024,Inkoo LNG (FI),0.093978917
June 2024,Inkoo LNG (FI),0.248200267
May 2024,Inkoo LNG (FI),0.240300153
April 2024,Inkoo LNG (FI),0.149851531
March 2024,Inkoo LNG (FI),0.144781604
February 2024,Inkoo LNG (FI),0.148713456
January 2024,Inkoo LNG (FI),0.189673501
December 2023,Inkoo LNG (FI),0.126960702
November 2023,Inkoo LNG (FI),0.125458974
October 2023,Inkoo LNG (FI),0.136450784
September 2023,Inkoo LNG (FI),0.180462353
August 2023,Inkoo LNG (FI),0.185466654
July 2023,Inkoo LNG (FI),0.085515654
June 2023,Inkoo LNG (FI),0.167065363
May 2023,Inkoo LNG (FI),0.170535463
April 2023,Inkoo LNG (FI),0.163884994
March 2023,Inkoo LNG (FI),0.0173375
February 2023,Inkoo LNG (FI),0.002013936
January 2023,Inkoo LNG (FI),0.004164822
January 2026,Huelva,0.034709311
December 2025,Huelva,0.217676638
November 2025,Huelva,0.194047174
October 2025,Huelva,0.295099437
September 2025,Huelva,0.219659258
August 2025,Huelva,0.262995945
July 2025,Huelva,0.435617827
June 2025,Huelva,0.18061305
May 2025,Huelva,0.426337851
April 2025,Huelva,0.322866805
March 2025,Huelva,0.137534266
February 2025,Huelva,0.307896048
January 2025,Huelva,0.388256664
December 2024,Huelva,0.292785231
November 2024,Huelva,0.20879635
October 2024,Huelva,0.214526218
September 2024,Huelva,0.186298398
August 2024,Huelva,0.125349274
July 2024,Huelva,0.270981519
June 2024,Huelva,0.189369632
May 2024,Huelva,0.248358892
April 2024,Huelva,0.313205532
March 2024,Huelva,0.328886484
February 2024,Huelva,0.296291065
January 2024,Huelva,0.350843767
December 2023,Huelva,0.294089999
November 2023,Huelva,0.297322602
October 2023,Huelva,0.040294195
September 2023,Huelva,0.159630921
August 2023,Huelva,0.211817108
July 2023,Huelva,0.219947167
June 2023,Huelva,0.377710494
May 2023,Huelva,0.53005022
April 2023,Huelva,0.560391286
March 2023,Huelva,0.318903726
February 2023,Huelva,0.523749866
January 2023,Huelva,0.579920492
December 2022,Huelva,0.46468891
November 2022,Huelva,0.587736599
October 2022,Huelva,0.346969994
September 2022,Huelva,0.466777088
August 2022,Huelva,0.292265793
July 2022,Huelva,0.467944606
June 2022,Huelva,0.4782384
May 2022,Huelva,0.35830353
April 2022,Huelva,0.278568869
March 2022,Huelva,0.463783047
February 2022,Huelva,0.347996241
January 2022,Huelva,0.570036132
December 2021,Huelva,0.488884351
November 2021,Huelva,0.532811209
October 2021,Huelva,0.404987519
September 2021,Huelva,0.303968949
August 2021,Huelva,0.231331583
July 2021,Huelva,0.269216906
June 2021,Huelva,0.214389486
May 2021,Huelva,0.209731166
April 2021,Huelva,0.253585899
March 2021,Huelva,0.416595
February 2021,Huelva,0.231036503
January 2021,Huelva,0.342160276
January 2026,Hamina LNG,0.000670629
December 2025,Hamina LNG,0.001642551
November 2025,Hamina LNG,0.00165353
October 2025,Hamina LNG,0.00175161
September 2025,Hamina LNG,0.001599749
August 2025,Hamina LNG,0.001906722
July 2025,Hamina LNG,0.002049328
June 2025,Hamina LNG,0.002161872
May 2025,Hamina LNG,0.001381903
April 2025,Hamina LNG,0.002408113
March 2025,Hamina LNG,0.002727306
February 2025,Hamina LNG,0.001908465
January 2025,Hamina LNG,0.001468162
December 2024,Hamina LNG,0.002595823
November 2024,Hamina LNG,0.0018036
October 2024,Hamina LNG,0.001560237
September 2024,Hamina LNG,0.00188528
August 2024,Hamina LNG,0.001799762
July 2024,Hamina LNG,0.002260652
June 2024,Hamina LNG,0.001949512
May 2024,Hamina LNG,0.001573335
April 2024,Hamina LNG,0.001852263
March 2024,Hamina LNG,0.003823059
February 2024,Hamina LNG,0.00213495
January 2024,Hamina LNG,0.005284073
December 2023,Hamina LNG,0.009052077
November 2023,Hamina LNG,0.007140817
October 2023,Hamina LNG,0.007820957
September 2023,Hamina LNG,0.002308519
August 2023,Hamina LNG,0.003756077
July 2023,Hamina LNG,0.010359829
June 2023,Hamina LNG,0.004533296
May 2023,Hamina LNG,0.001105178
April 2023,Hamina LNG,0.005660214
March 2023,Hamina LNG,0.00853712
February 2023,Hamina LNG,0.005505069
January 2023,Hamina LNG,0.011264002
December 2022,Hamina LNG,0.013783615
November 2022,Hamina LNG,0.013677504
October 2022,Hamina LNG,0.005187917
September 2022,Hamina LNG,2.062e-06
January 2026,Gate Terminal (I),0.337913174
December 2025,Gate Terminal (I),1.403924714
November 2025,Gate Terminal (I),1.362734629
October 2025,Gate Terminal (I),1.355653715
September 2025,Gate Terminal (I),1.324130123
August 2025,Gate Terminal (I),1.220598145
July 2025,Gate Terminal (I),1.255407731
June 2025,Gate Terminal (I),1.359512566
May 2025,Gate Terminal (I),1.430960026
April 2025,Gate Terminal (I),1.388722728
March 2025,Gate Terminal (I),1.410615396
February 2025,Gate Terminal (I),1.28226153
January 2025,Gate Terminal (I),1.24504969
December 2024,Gate Terminal (I),1.414066682
November 2024,Gate Terminal (I),1.317062833
October 2024,Gate Terminal (I),1.06331326
September 2024,Gate Terminal (I),1.090096391
August 2024,Gate Terminal (I),0.864359218
July 2024,Gate Terminal (I),1.040395221
June 2024,Gate Terminal (I),0.978244021
May 2024,Gate Terminal (I),1.06184804
April 2024,Gate Terminal (I),1.298744839
March 2024,Gate Terminal (I),1.318841367
February 2024,Gate Terminal (I),1.334984979
January 2024,Gate Terminal (I),1.398016832
December 2023,Gate Terminal (I),1.437329637
November 2023,Gate Terminal (I),1.359977458
October 2023,Gate Terminal (I),1.236162086
September 2023,Gate Terminal (I),1.036660798
August 2023,Gate Terminal (I),1.095260308
July 2023,Gate Terminal (I),1.25993655
June 2023,Gate Terminal (I),1.348794392
May 2023,Gate Terminal (I),1.337337414
April 2023,Gate Terminal (I),1.416563122
March 2023,Gate Terminal (I),1.47402068
February 2023,Gate Terminal (I),1.265219185
January 2023,Gate Terminal (I),1.405662186
December 2022,Gate Terminal (I),1.427940433
November 2022,Gate Terminal (I),1.502125927
October 2022,Gate Terminal (I),1.398402176
September 2022,Gate Terminal (I),1.390718117
August 2022,Gate Terminal (I),1.468684302
July 2022,Gate Terminal (I),1.448191353
June 2022,Gate Terminal (I),1.33313057
May 2022,Gate Terminal (I),1.229297587
April 2022,Gate Terminal (I),1.277653724
March 2022,Gate Terminal (I),1.256331507
February 2022,Gate Terminal (I),1.003728403
January 2022,Gate Terminal (I),1.100581914
December 2021,Gate Terminal (I),0.993518552
November 2021,Gate Terminal (I),0.798722731
October 2021,Gate Terminal (I),0.776315876
September 2021,Gate Terminal (I),0.50461587
August 2021,Gate Terminal (I),0.234391186
July 2021,Gate Terminal (I),0.200315191
June 2021,Gate Terminal (I),0.43959946
May 2021,Gate Terminal (I),1.189583197
April 2021,Gate Terminal (I),1.062984849
March 2021,Gate Terminal (I),1.039340507
February 2021,Gate Terminal (I),0.505321379
January 2021,Gate Terminal (I),0.048554296
January 2026,Fos (Tonkin/Cavaou),0.058533555
December 2025,Fos (Tonkin/Cavaou),0.484729571
November 2025,Fos (Tonkin/Cavaou),0.602968054
October 2025,Fos (Tonkin/Cavaou),0.494282317
September 2025,Fos (Tonkin/Cavaou),0.309936732
August 2025,Fos (Tonkin/Cavaou),0.585491195
July 2025,Fos (Tonkin/Cavaou),0.467139032
June 2025,Fos (Tonkin/Cavaou),0.610447161
May 2025,Fos (Tonkin/Cavaou),1.104794502
April 2025,Fos (Tonkin/Cavaou),1.070252881
March 2025,Fos (Tonkin/Cavaou),1.222272746
February 2025,Fos (Tonkin/Cavaou),0.963171257
January 2025,Fos (Tonkin/Cavaou),0.815503946
December 2024,Fos (Tonkin/Cavaou),0.802206035
November 2024,Fos (Tonkin/Cavaou),0.74620804
October 2024,Fos (Tonkin/Cavaou),0.801508396
September 2024,Fos (Tonkin/Cavaou),0.357914404
August 2024,Fos (Tonkin/Cavaou),0.707952709
July 2024,Fos (Tonkin/Cavaou),0.369401837
June 2024,Fos (Tonkin/Cavaou),0.732392862
May 2024,Fos (Tonkin/Cavaou),0.614184955
April 2024,Fos (Tonkin/Cavaou),0.865339453
March 2024,Fos (Tonkin/Cavaou),0.782411354
February 2024,Fos (Tonkin/Cavaou),0.521918301
January 2024,Fos (Tonkin/Cavaou),0.705658959
December 2023,Fos (Tonkin/Cavaou),1.030895123
November 2023,Fos (Tonkin/Cavaou),1.188674184
October 2023,Fos (Tonkin/Cavaou),0.797821608
September 2023,Fos (Tonkin/Cavaou),0.416182415
August 2023,Fos (Tonkin/Cavaou),0.71030205
July 2023,Fos (Tonkin/Cavaou),0.805069874
June 2023,Fos (Tonkin/Cavaou),0.906487775
May 2023,Fos (Tonkin/Cavaou),1.048851359
April 2023,Fos (Tonkin/Cavaou),0.581285653
March 2023,Fos (Tonkin/Cavaou),0.194063599
February 2023,Fos (Tonkin/Cavaou),0.849840521
January 2023,Fos (Tonkin/Cavaou),1.053828922
December 2022,Fos (Tonkin/Cavaou),1.162671288
November 2022,Fos (Tonkin/Cavaou),1.176445832
October 2022,Fos (Tonkin/Cavaou),1.053233775
September 2022,Fos (Tonkin/Cavaou),0.943312045
August 2022,Fos (Tonkin/Cavaou),0.994113036
July 2022,Fos (Tonkin/Cavaou),1.058791122
June 2022,Fos (Tonkin/Cavaou),0.477042619
May 2022,Fos (Tonkin/Cavaou),1.043489707
April 2022,Fos (Tonkin/Cavaou),0.927401028
March 2022,Fos (Tonkin/Cavaou),0.929135856
February 2022,Fos (Tonkin/Cavaou),0.571377422
January 2022,Fos (Tonkin/Cavaou),1.047099902
December 2021,Fos (Tonkin/Cavaou),0.600143715
November 2021,Fos (Tonkin/Cavaou),0.708111212
October 2021,Fos (Tonkin/Cavaou),0.833173117
September 2021,Fos (Tonkin/Cavaou),0.513403166
August 2021,Fos (Tonkin/Cavaou),0.4041284
July 2021,Fos (Tonkin/Cavaou),0.356676357
June 2021,Fos (Tonkin/Cavaou),0.582824643
May 2021,Fos (Tonkin/Cavaou),0.971041167
April 2021,Fos (Tonkin/Cavaou),0.841277332
March 2021,Fos (Tonkin/Cavaou),0.720385364
February 2021,Fos (Tonkin/Cavaou),0.262169463
January 2021,Fos (Tonkin/Cavaou),0.193398482
January 2026,Eems Energy Terminal,0.048610121
December 2025,Eems Energy Terminal,0.26046342
November 2025,Eems Energy Terminal,0.482908858
October 2025,Eems Energy Terminal,0.807293534
September 2025,Eems Energy Terminal,0.862123438
August 2025,Eems Energy Terminal,0.835322984
July 2025,Eems Energy Terminal,0.907060593
June 2025,Eems Energy Terminal,0.842318745
May 2025,Eems Energy Terminal,0.79233595
April 2025,Eems Energy Terminal,0.495681127
March 2025,Eems Energy Terminal,0.369948011
February 2025,Eems Energy Terminal,0.09054193
January 2025,Eems Energy Terminal,0.09807393
December 2024,Eems Energy Terminal,0.10483464
November 2024,Eems Energy Terminal,0.16852615
October 2024,Eems Energy Terminal,0.240125652
September 2024,Eems Energy Terminal,0.410929945
August 2024,Eems Energy Terminal,0.463910393
July 2024,Eems Energy Terminal,0.459016333
June 2024,Eems Energy Terminal,0.413365714
May 2024,Eems Energy Terminal,0.554047808
April 2024,Eems Energy Terminal,0.593866488
March 2024,Eems Energy Terminal,0.29504564
February 2024,Eems Energy Terminal,0.167971301
January 2024,Eems Energy Terminal,0.209465671
December 2023,Eems Energy Terminal,0.352186436
November 2023,Eems Energy Terminal,0.397636924
October 2023,Eems Energy Terminal,0.645517729
September 2023,Eems Energy Terminal,0.542000817
August 2023,Eems Energy Terminal,0.754307387
July 2023,Eems Energy Terminal,0.756778626
June 2023,Eems Energy Terminal,0.739271523
May 2023,Eems Energy Terminal,0.71820539
April 2023,Eems Energy Terminal,0.579295426
March 2023,Eems Energy Terminal,0.560110033
February 2023,Eems Energy Terminal,0.155262891
January 2023,Eems Energy Terminal,0.093369391
December 2022,Eems Energy Terminal,0.096268929
November 2022,Eems Energy Terminal,0.205564324
October 2022,Eems Energy Terminal,0.475027195
September 2022,Eems Energy Terminal,0.274726661
January 2026,Dunkerque LNG / PEG North,0.31689823
December 2025,Dunkerque LNG / PEG North,1.219282925
November 2025,Dunkerque LNG / PEG North,1.399001248
October 2025,Dunkerque LNG / PEG North,1.476738408
September 2025,Dunkerque LNG / PEG North,1.070362651
August 2025,Dunkerque LNG / PEG North,0.852366522
July 2025,Dunkerque LNG / PEG North,0.691559701
June 2025,Dunkerque LNG / PEG North,0.83452729
May 2025,Dunkerque LNG / PEG North,1.40700778
April 2025,Dunkerque LNG / PEG North,1.430715742
March 2025,Dunkerque LNG / PEG North,1.400456947
February 2025,Dunkerque LNG / PEG North,1.305472164
January 2025,Dunkerque LNG / PEG North,1.146680294
December 2024,Dunkerque LNG / PEG North,0.937904419
November 2024,Dunkerque LNG / PEG North,1.037224286
October 2024,Dunkerque LNG / PEG North,1.12709538
September 2024,Dunkerque LNG / PEG North,0.811799075
August 2024,Dunkerque LNG / PEG North,0.649028684
July 2024,Dunkerque LNG / PEG North,0.86565269
June 2024,Dunkerque LNG / PEG North,0.678686306
May 2024,Dunkerque LNG / PEG North,1.035406088
April 2024,Dunkerque LNG / PEG North,1.184728588
March 2024,Dunkerque LNG / PEG North,0.94731139
February 2024,Dunkerque LNG / PEG North,1.16757088
January 2024,Dunkerque LNG / PEG North,1.110935665
December 2023,Dunkerque LNG / PEG North,1.011213875
November 2023,Dunkerque LNG / PEG North,1.152933098
October 2023,Dunkerque LNG / PEG North,0.884943676
September 2023,Dunkerque LNG / PEG North,0.820211646
August 2023,Dunkerque LNG / PEG North,0.572687904
July 2023,Dunkerque LNG / PEG North,0.75044016
June 2023,Dunkerque LNG / PEG North,1.169271655
May 2023,Dunkerque LNG / PEG North,1.052276497
April 2023,Dunkerque LNG / PEG North,1.325715577
March 2023,Dunkerque LNG / PEG North,0.903184345
February 2023,Dunkerque LNG / PEG North,0.997627391
January 2023,Dunkerque LNG / PEG North,1.04395864
December 2022,Dunkerque LNG / PEG North,1.259859277
November 2022,Dunkerque LNG / PEG North,1.227328834
October 2022,Dunkerque LNG / PEG North,1.2180119
September 2022,Dunkerque LNG / PEG North,0.889447575
August 2022,Dunkerque LNG / PEG North,1.031332642
July 2022,Dunkerque LNG / PEG North,1.071399133
June 2022,Dunkerque LNG / PEG North,0.922889979
May 2022,Dunkerque LNG / PEG North,1.28167252
April 2022,Dunkerque LNG / PEG North,1.336079685
March 2022,Dunkerque LNG / PEG North,1.310150995
February 2022,Dunkerque LNG / PEG North,0.987659018
January 2022,Dunkerque LNG / PEG North,1.152253024
December 2021,Dunkerque LNG / PEG North,0.478263233
November 2021,Dunkerque LNG / PEG North,0.254495837
October 2021,Dunkerque LNG / PEG North,0.148110935
September 2021,Dunkerque LNG / PEG North,0.111770784
August 2021,Dunkerque LNG / PEG North,0.08482209
July 2021,Dunkerque LNG / PEG North,0.355304905
June 2021,Dunkerque LNG / PEG North,0.326664477
May 2021,Dunkerque LNG / PEG North,0.89872089
April 2021,Dunkerque LNG / PEG North,1.047981687
March 2021,Dunkerque LNG / PEG North,0.923402046
February 2021,Dunkerque LNG / PEG North,0.276211458
January 2021,Dunkerque LNG / PEG North,0.069853865
January 2026,Croatia LNG,0.060602634
December 2025,Croatia LNG,0.286912645
November 2025,Croatia LNG,0.268542369
October 2025,Croatia LNG,0.034918396
September 2025,Croatia LNG,1.9138e-05
August 2025,Croatia LNG,0.178369094
July 2025,Croatia LNG,0.22519866
June 2025,Croatia LNG,0.230139914
May 2025,Croatia LNG,0.229565599
April 2025,Croatia LNG,0.214642039
March 2025,Croatia LNG,0.221482751
February 2025,Croatia LNG,0.188558893
January 2025,Croatia LNG,0.226028227
December 2024,Croatia LNG,0.219978637
November 2024,Croatia LNG,0.223573718
October 2024,Croatia LNG,0.193643038
September 2024,Croatia LNG,0.223007264
August 2024,Croatia LNG,0.223765138
July 2024,Croatia LNG,0.220127085
June 2024,Croatia LNG,0.172024285
May 2024,Croatia LNG,0.203261885
April 2024,Croatia LNG,0.201440894
March 2024,Croatia LNG,0.234002181
February 2024,Croatia LNG,0.217887359
January 2024,Croatia LNG,0.218765238
December 2023,Croatia LNG,0.225551951
November 2023,Croatia LNG,0.211607493
October 2023,Croatia LNG,0.214013338
September 2023,Croatia LNG,0.224284386
August 2023,Croatia LNG,0.237709273
July 2023,Croatia LNG,0.232730427
June 2023,Croatia LNG,0.236739786
May 2023,Croatia LNG,0.193856199
April 2023,Croatia LNG,0.230423687
March 2023,Croatia LNG,0.231896397
February 2023,Croatia LNG,0.21690042
January 2023,Croatia LNG,0.218971998
December 2022,Croatia LNG,0.232710801
November 2022,Croatia LNG,0.228465305
October 2022,Croatia LNG,0.240599652
September 2022,Croatia LNG,0.218853776
August 2022,Croatia LNG,0.234845255
July 2022,Croatia LNG,0.220707905
June 2022,Croatia LNG,0.210490257
May 2022,Croatia LNG,0.206652325
April 2022,Croatia LNG,0.196355123
March 2022,Croatia LNG,0.16146576
February 2022,Croatia LNG,0.18773557
January 2022,Croatia LNG,0.180978133
December 2021,Croatia LNG,0.205412248
November 2021,Croatia LNG,0.177052788
October 2021,Croatia LNG,0.073788515
January 2026,Cartagena,0.034925517
December 2025,Cartagena,0.224154091
November 2025,Cartagena,0.256957337
October 2025,Cartagena,0.205356246
September 2025,Cartagena,0.168065741
August 2025,Cartagena,0.15110016
July 2025,Cartagena,0.236255279
June 2025,Cartagena,0.258677095
May 2025,Cartagena,0.201816655
April 2025,Cartagena,0.217292589
March 2025,Cartagena,0.297038869
February 2025,Cartagena,0.233316441
January 2025,Cartagena,0.154540197
December 2024,Cartagena,0.219369324
November 2024,Cartagena,0.160749719
October 2024,Cartagena,0.139947064
September 2024,Cartagena,0.07534679
August 2024,Cartagena,0.202573803
July 2024,Cartagena,0.154963151
June 2024,Cartagena,0.170337117
May 2024,Cartagena,0.178387381
April 2024,Cartagena,0.176748116
March 2024,Cartagena,0.384115725
February 2024,Cartagena,0.268373109
January 2024,Cartagena,0.210175669
December 2023,Cartagena,0.146346308
November 2023,Cartagena,0.295837794
October 2023,Cartagena,0.305213334
September 2023,Cartagena,0.084191536
August 2023,Cartagena,0.231057302
July 2023,Cartagena,0.249873755
June 2023,Cartagena,0.312164037
May 2023,Cartagena,0.380757143
April 2023,Cartagena,0.459999576
March 2023,Cartagena,0.27075532
February 2023,Cartagena,0.278276736
January 2023,Cartagena,0.306578415
December 2022,Cartagena,0.316048418
November 2022,Cartagena,0.277909118
October 2022,Cartagena,0.347423165
September 2022,Cartagena,0.362577191
August 2022,Cartagena,0.191037835
July 2022,Cartagena,0.411218534
June 2022,Cartagena,0.549976041
May 2022,Cartagena,0.586713709
April 2022,Cartagena,0.439533191
March 2022,Cartagena,0.427689351
February 2022,Cartagena,0.409123224
January 2022,Cartagena,0.52703778
December 2021,Cartagena,0.368367709
November 2021,Cartagena,0.419612173
October 2021,Cartagena,0.214734858
September 2021,Cartagena,0.240837157
August 2021,Cartagena,0.164502039
July 2021,Cartagena,0.202557526
June 2021,Cartagena,0.151234024
May 2021,Cartagena,0.184727106
April 2021,Cartagena,0.39818338
March 2021,Cartagena,0.138007709
February 2021,Cartagena,0.124995635
January 2021,Cartagena,0.18471902
January 2026,Brunsbuettel Hafen FSRU,0.038730966
December 2025,Brunsbuettel Hafen FSRU,0.191930851
November 2025,Brunsbuettel Hafen FSRU,0.022309664
October 2025,Brunsbuettel Hafen FSRU,0
September 2025,Brunsbuettel Hafen FSRU,0.148672692
August 2025,Brunsbuettel Hafen FSRU,0.28454548
July 2025,Brunsbuettel Hafen FSRU,0.277649035
June 2025,Brunsbuettel Hafen FSRU,0.264228051
May 2025,Brunsbuettel Hafen FSRU,0.213749778
April 2025,Brunsbuettel Hafen FSRU,0.189043835
March 2025,Brunsbuettel Hafen FSRU,0.189886918
February 2025,Brunsbuettel Hafen FSRU,0.15788445
January 2025,Brunsbuettel Hafen FSRU,0.165824563
December 2024,Brunsbuettel Hafen FSRU,0.186792653
November 2024,Brunsbuettel Hafen FSRU,0.117417902
October 2024,Brunsbuettel Hafen FSRU,0.193285993
September 2024,Brunsbuettel Hafen FSRU,0.133272252
August 2024,Brunsbuettel Hafen FSRU,0.096307612
July 2024,Brunsbuettel Hafen FSRU,0.174278081
June 2024,Brunsbuettel Hafen FSRU,0.346774118
May 2024,Brunsbuettel Hafen FSRU,0.210919153
April 2024,Brunsbuettel Hafen FSRU,0.175276838
March 2024,Brunsbuettel Hafen FSRU,0.150346989
February 2024,Brunsbuettel Hafen FSRU,0.09126594
January 2024,Brunsbuettel Hafen FSRU,0.177149721
December 2023,Brunsbuettel Hafen FSRU,0.14934337
November 2023,Brunsbuettel Hafen FSRU,0.159722848
